replicon	Nuccore	Assembly	sys_id	Start	End
GCF_002911665.1_NZ_MTBP01000002.1	NZ_MTBP01000002.1	GCF_002911665.1	GCF_002911665.1_NZ_MTBP01000002.1_Conservon_4	2019474	2020914
GCF_002911665.1_NZ_MTBP01000002.1	NZ_MTBP01000002.1	GCF_002911665.1	GCF_002911665.1_NZ_MTBP01000002.1_Conservon_5	2124091	2127360
GCF_002911665.1_NZ_MTBP01000004.1	NZ_MTBP01000004.1	GCF_002911665.1	GCF_002911665.1_NZ_MTBP01000004.1_Conservon_6	1086	3632
GCF_002911665.1_NZ_MTBP01000004.1	NZ_MTBP01000004.1	GCF_002911665.1	GCF_002911665.1_NZ_MTBP01000004.1_Conservon_7	414843	417371
GCF_002911665.1_NZ_MTBP01000004.1	NZ_MTBP01000004.1	GCF_002911665.1	GCF_002911665.1_NZ_MTBP01000004.1_Conservon_8	479284	484100
GCF_002844215.1_NZ_PITL01000019.1	NZ_PITL01000019.1	GCF_002844215.1	GCF_002844215.1_NZ_PITL01000019.1_Conservon_2	26004	28565
GCF_002846365.1_NZ_PJMW01000002.1	NZ_PJMW01000002.1	GCF_002846365.1	GCF_002846365.1_NZ_PJMW01000002.1_Conservon_6	945070	950258
GCF_002846365.1_NZ_PJMW01000002.1	NZ_PJMW01000002.1	GCF_002846365.1	GCF_002846365.1_NZ_PJMW01000002.1_Conservon_7	2583606	2587782
GCF_002846365.1_NZ_PJMW01000002.1	NZ_PJMW01000002.1	GCF_002846365.1	GCF_002846365.1_NZ_PJMW01000002.1_Conservon_8	3436833	3439568
GCF_002846365.1_NZ_PJMW01000002.1	NZ_PJMW01000002.1	GCF_002846365.1	GCF_002846365.1_NZ_PJMW01000002.1_Conservon_9	5076907	5080641
GCF_002846365.1_NZ_PJMW01000002.1	NZ_PJMW01000002.1	GCF_002846365.1	GCF_002846365.1_NZ_PJMW01000002.1_Conservon_10	5384196	5386771
GCF_002846415.1_NZ_PJMX01000001.1	NZ_PJMX01000001.1	GCF_002846415.1	GCF_002846415.1_NZ_PJMX01000001.1_Conservon_1	1682338	1685085
GCF_002846415.1_NZ_PJMX01000001.1	NZ_PJMX01000001.1	GCF_002846415.1	GCF_002846415.1_NZ_PJMX01000001.1_Conservon_2	2202474	2206705
GCF_002846415.1_NZ_PJMX01000001.1	NZ_PJMX01000001.1	GCF_002846415.1	GCF_002846415.1_NZ_PJMX01000001.1_Conservon_3	6005149	6009327
GCF_002846415.1_NZ_PJMX01000001.1	NZ_PJMX01000001.1	GCF_002846415.1	GCF_002846415.1_NZ_PJMX01000001.1_Conservon_4	6302104	6312643
GCF_002846415.1_NZ_PJMX01000001.1	NZ_PJMX01000001.1	GCF_002846415.1	GCF_002846415.1_NZ_PJMX01000001.1_Conservon_5	7391151	7395015
GCF_002846415.1_NZ_PJMX01000001.1	NZ_PJMX01000001.1	GCF_002846415.1	GCF_002846415.1_NZ_PJMX01000001.1_Conservon_6	7655917	7660651
GCF_002846455.1_NZ_PJNA01000001.1	NZ_PJNA01000001.1	GCF_002846455.1	GCF_002846455.1_NZ_PJNA01000001.1_Conservon_1	1423793	1429002
GCF_002846455.1_NZ_PJNA01000001.1	NZ_PJNA01000001.1	GCF_002846455.1	GCF_002846455.1_NZ_PJNA01000001.1_Conservon_2	1687628	1695734
GCF_002846455.1_NZ_PJNA01000001.1	NZ_PJNA01000001.1	GCF_002846455.1	GCF_002846455.1_NZ_PJNA01000001.1_Conservon_3	1777253	1780618
GCF_002846455.1_NZ_PJNA01000001.1	NZ_PJNA01000001.1	GCF_002846455.1	GCF_002846455.1_NZ_PJNA01000001.1_Conservon_4	1969840	1972932
GCF_002846455.1_NZ_PJNA01000001.1	NZ_PJNA01000001.1	GCF_002846455.1	GCF_002846455.1_NZ_PJNA01000001.1_Conservon_5	2960252	2962963
GCF_002846455.1_NZ_PJNA01000001.1	NZ_PJNA01000001.1	GCF_002846455.1	GCF_002846455.1_NZ_PJNA01000001.1_Conservon_6	5675404	5679872
GCF_002846455.1_NZ_PJNA01000001.1	NZ_PJNA01000001.1	GCF_002846455.1	GCF_002846455.1_NZ_PJNA01000001.1_Conservon_7	5996554	6007082
GCF_002846455.1_NZ_PJNA01000001.1	NZ_PJNA01000001.1	GCF_002846455.1	GCF_002846455.1_NZ_PJNA01000001.1_Conservon_8	7212909	7217283
GCF_002846455.1_NZ_PJNA01000001.1	NZ_PJNA01000001.1	GCF_002846455.1	GCF_002846455.1_NZ_PJNA01000001.1_Conservon_9	7723433	7726459
GCF_002846475.1_NZ_PJNB01000001.1	NZ_PJNB01000001.1	GCF_002846475.1	GCF_002846475.1_NZ_PJNB01000001.1_Conservon_1	1561103	1566121
GCF_002846475.1_NZ_PJNB01000001.1	NZ_PJNB01000001.1	GCF_002846475.1	GCF_002846475.1_NZ_PJNB01000001.1_Conservon_2	1659373	1664064
GCF_002846475.1_NZ_PJNB01000001.1	NZ_PJNB01000001.1	GCF_002846475.1	GCF_002846475.1_NZ_PJNB01000001.1_Conservon_3	3224676	3228758
GCF_002846475.1_NZ_PJNB01000001.1	NZ_PJNB01000001.1	GCF_002846475.1	GCF_002846475.1_NZ_PJNB01000001.1_Conservon_4	7761760	7765665
GCF_002846475.1_NZ_PJNB01000001.1	NZ_PJNB01000001.1	GCF_002846475.1	GCF_002846475.1_NZ_PJNB01000001.1_Conservon_5	8870416	8875169
GCF_002846615.1_NZ_PJMY01000003.1	NZ_PJMY01000003.1	GCF_002846615.1	GCF_002846615.1_NZ_PJMY01000003.1_Conservon_1	442496	448491
GCF_002846615.1_NZ_PJMY01000003.1	NZ_PJMY01000003.1	GCF_002846615.1	GCF_002846615.1_NZ_PJMY01000003.1_Conservon_2	2594136	2597904
GCF_002846615.1_NZ_PJMY01000003.1	NZ_PJMY01000003.1	GCF_002846615.1	GCF_002846615.1_NZ_PJMY01000003.1_Conservon_3	3383767	3387015
GCF_002846615.1_NZ_PJMY01000003.1	NZ_PJMY01000003.1	GCF_002846615.1	GCF_002846615.1_NZ_PJMY01000003.1_Conservon_4	3739898	3746708
GCF_002846615.1_NZ_PJMY01000003.1	NZ_PJMY01000003.1	GCF_002846615.1	GCF_002846615.1_NZ_PJMY01000003.1_Conservon_5	4955109	4958981
GCF_009793335.1_NZ_WING01000001.1	NZ_WING01000001.1	GCF_009793335.1	GCF_009793335.1_NZ_WING01000001.1_Conservon_1	1301266	1306260
GCF_009793335.1_NZ_WING01000001.1	NZ_WING01000001.1	GCF_009793335.1	GCF_009793335.1_NZ_WING01000001.1_Conservon_2	3109244	3110788
GCF_009793335.1_NZ_WING01000001.1	NZ_WING01000001.1	GCF_009793335.1	GCF_009793335.1_NZ_WING01000001.1_Conservon_3	4022596	4024059
GCF_009793335.1_NZ_WING01000001.1	NZ_WING01000001.1	GCF_009793335.1	GCF_009793335.1_NZ_WING01000001.1_Conservon_4	4946397	4948008
GCF_009793335.1_NZ_WING01000001.1	NZ_WING01000001.1	GCF_009793335.1	GCF_009793335.1_NZ_WING01000001.1_Conservon_5	4953799	4956329
GCF_009793335.1_NZ_WING01000001.1	NZ_WING01000001.1	GCF_009793335.1	GCF_009793335.1_NZ_WING01000001.1_Conservon_6	6061225	6063564
GCF_009793335.1_NZ_WING01000001.1	NZ_WING01000001.1	GCF_009793335.1	GCF_009793335.1_NZ_WING01000001.1_Conservon_7	6666900	6672118
GCF_009796285.1_NZ_CP047020.1	NZ_CP047020.1	GCF_009796285.1	GCF_009796285.1_NZ_CP047020.1_Conservon_1	1647221	1652146
GCF_009796285.1_NZ_CP047020.1	NZ_CP047020.1	GCF_009796285.1	GCF_009796285.1_NZ_CP047020.1_Conservon_2	2076002	2080927
GCF_009796285.1_NZ_CP047020.1	NZ_CP047020.1	GCF_009796285.1	GCF_009796285.1_NZ_CP047020.1_Conservon_3	2142682	2146335
GCF_009796285.1_NZ_CP047020.1	NZ_CP047020.1	GCF_009796285.1	GCF_009796285.1_NZ_CP047020.1_Conservon_4	2337146	2340247
GCF_009796285.1_NZ_CP047020.1	NZ_CP047020.1	GCF_009796285.1	GCF_009796285.1_NZ_CP047020.1_Conservon_5	4190381	4192720
GCF_009796285.1_NZ_CP047020.1	NZ_CP047020.1	GCF_009796285.1	GCF_009796285.1_NZ_CP047020.1_Conservon_6	6277169	6281584
GCF_009796285.1_NZ_CP047020.1	NZ_CP047020.1	GCF_009796285.1	GCF_009796285.1_NZ_CP047020.1_Conservon_7	6577825	6588538
GCF_009796285.1_NZ_CP047020.1	NZ_CP047020.1	GCF_009796285.1	GCF_009796285.1_NZ_CP047020.1_Conservon_8	8267070	8271362
GCF_009796285.1_NZ_CP047020.1	NZ_CP047020.1	GCF_009796285.1	GCF_009796285.1_NZ_CP047020.1_Conservon_9	8775073	8776450
GCF_009901565.1_NZ_WXEW01000006.1	NZ_WXEW01000006.1	GCF_009901565.1	GCF_009901565.1_NZ_WXEW01000006.1_Conservon_3	65538	86636
GCF_009901565.1_NZ_WXEW01000008.1	NZ_WXEW01000008.1	GCF_009901565.1	GCF_009901565.1_NZ_WXEW01000008.1_Conservon_4	32686	35151
GCF_009811555.1_NZ_BLIN01000003.1	NZ_BLIN01000003.1	GCF_009811555.1	GCF_009811555.1_NZ_BLIN01000003.1_Conservon_1	574011	576602
GCF_009811555.1_NZ_BLIN01000003.1	NZ_BLIN01000003.1	GCF_009811555.1	GCF_009811555.1_NZ_BLIN01000003.1_Conservon_2	917142	921183
GCF_009811555.1_NZ_BLIN01000003.1	NZ_BLIN01000003.1	GCF_009811555.1	GCF_009811555.1_NZ_BLIN01000003.1_Conservon_3	1106933	1108601
GCF_009811555.1_NZ_BLIN01000003.1	NZ_BLIN01000003.1	GCF_009811555.1	GCF_009811555.1_NZ_BLIN01000003.1_Conservon_4	1295006	1299194
GCF_009811555.1_NZ_BLIN01000005.1	NZ_BLIN01000005.1	GCF_009811555.1	GCF_009811555.1_NZ_BLIN01000005.1_Conservon_7	1210298	1216068
GCF_009811555.1_NZ_BLIN01000005.1	NZ_BLIN01000005.1	GCF_009811555.1	GCF_009811555.1_NZ_BLIN01000005.1_Conservon_8	2889925	2892747
GCF_009811555.1_NZ_BLIN01000007.1	NZ_BLIN01000007.1	GCF_009811555.1	GCF_009811555.1_NZ_BLIN01000007.1_Conservon_9	85227	87985
GCF_009811575.1_NZ_BLIO01000001.1	NZ_BLIO01000001.1	GCF_009811575.1	GCF_009811575.1_NZ_BLIO01000001.1_Conservon_1	513763	516348
GCF_009811575.1_NZ_BLIO01000001.1	NZ_BLIO01000001.1	GCF_009811575.1	GCF_009811575.1_NZ_BLIO01000001.1_Conservon_2	749457	753396
GCF_009811575.1_NZ_BLIO01000001.1	NZ_BLIO01000001.1	GCF_009811575.1	GCF_009811575.1_NZ_BLIO01000001.1_Conservon_3	841451	842256
GCF_009811575.1_NZ_BLIO01000001.1	NZ_BLIO01000001.1	GCF_009811575.1	GCF_009811575.1_NZ_BLIO01000001.1_Conservon_4	889141	890810
GCF_009811575.1_NZ_BLIO01000001.1	NZ_BLIO01000001.1	GCF_009811575.1	GCF_009811575.1_NZ_BLIO01000001.1_Conservon_5	1060068	1064196
GCF_009811575.1_NZ_BLIO01000001.1	NZ_BLIO01000001.1	GCF_009811575.1	GCF_009811575.1_NZ_BLIO01000001.1_Conservon_6	1459175	1462744
GCF_009811575.1_NZ_BLIO01000001.1	NZ_BLIO01000001.1	GCF_009811575.1	GCF_009811575.1_NZ_BLIO01000001.1_Conservon_7	2479240	2489616
GCF_009811575.1_NZ_BLIO01000001.1	NZ_BLIO01000001.1	GCF_009811575.1	GCF_009811575.1_NZ_BLIO01000001.1_Conservon_8	2753407	2757888
GCF_009811575.1_NZ_BLIO01000001.1	NZ_BLIO01000001.1	GCF_009811575.1	GCF_009811575.1_NZ_BLIO01000001.1_Conservon_9	5709335	5712181
GCF_009811575.1_NZ_BLIO01000001.1	NZ_BLIO01000001.1	GCF_009811575.1	GCF_009811575.1_NZ_BLIO01000001.1_Conservon_10	7423316	7431550
GCF_009811595.1_NZ_BLIP01000001.1	NZ_BLIP01000001.1	GCF_009811595.1	GCF_009811595.1_NZ_BLIP01000001.1_Conservon_1	769815	772442
GCF_009811595.1_NZ_BLIP01000001.1	NZ_BLIP01000001.1	GCF_009811595.1	GCF_009811595.1_NZ_BLIP01000001.1_Conservon_2	1009015	1013109
GCF_009811595.1_NZ_BLIP01000001.1	NZ_BLIP01000001.1	GCF_009811595.1	GCF_009811595.1_NZ_BLIP01000001.1_Conservon_3	1068021	1071835
GCF_009811595.1_NZ_BLIP01000001.1	NZ_BLIP01000001.1	GCF_009811595.1	GCF_009811595.1_NZ_BLIP01000001.1_Conservon_4	1116830	1118497
GCF_009811595.1_NZ_BLIP01000001.1	NZ_BLIP01000001.1	GCF_009811595.1	GCF_009811595.1_NZ_BLIP01000001.1_Conservon_5	1319917	1323994
GCF_009811595.1_NZ_BLIP01000001.1	NZ_BLIP01000001.1	GCF_009811595.1	GCF_009811595.1_NZ_BLIP01000001.1_Conservon_6	2459774	2470150
GCF_009811595.1_NZ_BLIP01000001.1	NZ_BLIP01000001.1	GCF_009811595.1	GCF_009811595.1_NZ_BLIP01000001.1_Conservon_7	2736284	2740783
GCF_009811595.1_NZ_BLIP01000001.1	NZ_BLIP01000001.1	GCF_009811595.1	GCF_009811595.1_NZ_BLIP01000001.1_Conservon_8	5789645	5792482
GCF_009811615.1_NZ_AP023408.1	NZ_AP023408.1	GCF_009811615.1	GCF_009811615.1_NZ_AP023408.1_Conservon_1	504077	506661
GCF_009811615.1_NZ_AP023408.1	NZ_AP023408.1	GCF_009811615.1	GCF_009811615.1_NZ_AP023408.1_Conservon_2	742250	746334
GCF_009811615.1_NZ_AP023408.1	NZ_AP023408.1	GCF_009811615.1	GCF_009811615.1_NZ_AP023408.1_Conservon_3	878272	882054
GCF_009811615.1_NZ_AP023408.1	NZ_AP023408.1	GCF_009811615.1	GCF_009811615.1_NZ_AP023408.1_Conservon_4	939357	941026
GCF_009811615.1_NZ_AP023408.1	NZ_AP023408.1	GCF_009811615.1	GCF_009811615.1_NZ_AP023408.1_Conservon_5	1099450	1103605
GCF_009811615.1_NZ_AP023408.1	NZ_AP023408.1	GCF_009811615.1	GCF_009811615.1_NZ_AP023408.1_Conservon_6	2454064	2464441
GCF_009811615.1_NZ_AP023408.1	NZ_AP023408.1	GCF_009811615.1	GCF_009811615.1_NZ_AP023408.1_Conservon_7	2795616	2799842
GCF_009811615.1_NZ_AP023408.1	NZ_AP023408.1	GCF_009811615.1	GCF_009811615.1_NZ_AP023408.1_Conservon_8	5746965	5748359
GCF_009811615.1_NZ_AP023408.1	NZ_AP023408.1	GCF_009811615.1	GCF_009811615.1_NZ_AP023408.1_Conservon_9	7328443	7333835
GCF_009811635.1_NZ_BLIR01000001.1	NZ_BLIR01000001.1	GCF_009811635.1	GCF_009811635.1_NZ_BLIR01000001.1_Conservon_1	117797	120382
GCF_009811635.1_NZ_BLIR01000001.1	NZ_BLIR01000001.1	GCF_009811635.1	GCF_009811635.1_NZ_BLIR01000001.1_Conservon_2	357201	361233
GCF_009811635.1_NZ_BLIR01000001.1	NZ_BLIR01000001.1	GCF_009811635.1	GCF_009811635.1_NZ_BLIR01000001.1_Conservon_3	646886	648556
GCF_009811635.1_NZ_BLIR01000001.1	NZ_BLIR01000001.1	GCF_009811635.1	GCF_009811635.1_NZ_BLIR01000001.1_Conservon_4	813925	818020
GCF_009811635.1_NZ_BLIR01000001.1	NZ_BLIR01000001.1	GCF_009811635.1	GCF_009811635.1_NZ_BLIR01000001.1_Conservon_5	1989433	1999897
GCF_009811635.1_NZ_BLIR01000001.1	NZ_BLIR01000001.1	GCF_009811635.1	GCF_009811635.1_NZ_BLIR01000001.1_Conservon_6	2263507	2268021
GCF_009811635.1_NZ_BLIR01000001.1	NZ_BLIR01000001.1	GCF_009811635.1	GCF_009811635.1_NZ_BLIR01000001.1_Conservon_7	5188928	5191753
GCF_009823745.1_NZ_WUEJ01000001.1	NZ_WUEJ01000001.1	GCF_009823745.1	GCF_009823745.1_NZ_WUEJ01000001.1_Conservon_1	278810	281770
GCF_009823745.1_NZ_WUEJ01000001.1	NZ_WUEJ01000001.1	GCF_009823745.1	GCF_009823745.1_NZ_WUEJ01000001.1_Conservon_2	1137149	1142053
GCF_009823745.1_NZ_WUEJ01000001.1	NZ_WUEJ01000001.1	GCF_009823745.1	GCF_009823745.1_NZ_WUEJ01000001.1_Conservon_3	1449667	1455270
GCF_009831215.1_NZ_WUTW01000001.1	NZ_WUTW01000001.1	GCF_009831215.1	GCF_009831215.1_NZ_WUTW01000001.1_Conservon_1	6880	10140
GCF_009831215.1_NZ_WUTW01000001.1	NZ_WUTW01000001.1	GCF_009831215.1	GCF_009831215.1_NZ_WUTW01000001.1_Conservon_2	135542	136973
GCF_009831215.1_NZ_WUTW01000001.1	NZ_WUTW01000001.1	GCF_009831215.1	GCF_009831215.1_NZ_WUTW01000001.1_Conservon_3	365053	367635
GCF_009831215.1_NZ_WUTW01000001.1	NZ_WUTW01000001.1	GCF_009831215.1	GCF_009831215.1_NZ_WUTW01000001.1_Conservon_4	974960	978840
GCF_009831215.1_NZ_WUTW01000004.1	NZ_WUTW01000004.1	GCF_009831215.1	GCF_009831215.1_NZ_WUTW01000004.1_Conservon_5	63020	67591
GCF_009831215.1_NZ_WUTW01000004.1	NZ_WUTW01000004.1	GCF_009831215.1	GCF_009831215.1_NZ_WUTW01000004.1_Conservon_6	134049	136571
GCF_009831215.1_NZ_WUTW01000004.1	NZ_WUTW01000004.1	GCF_009831215.1	GCF_009831215.1_NZ_WUTW01000004.1_Conservon_7	506943	509453
GCF_009832925.1_NZ_CP047140.1	NZ_CP047140.1	GCF_009832925.1	GCF_009832925.1_NZ_CP047140.1_Conservon_1	429838	435193
GCF_009832925.1_NZ_CP047140.1	NZ_CP047140.1	GCF_009832925.1	GCF_009832925.1_NZ_CP047140.1_Conservon_2	1074916	1078714
GCF_009832925.1_NZ_CP047140.1	NZ_CP047140.1	GCF_009832925.1	GCF_009832925.1_NZ_CP047140.1_Conservon_3	2501869	2508743
GCF_009832925.1_NZ_CP047140.1	NZ_CP047140.1	GCF_009832925.1	GCF_009832925.1_NZ_CP047140.1_Conservon_4	2844281	2848993
GCF_009832925.1_NZ_CP047140.1	NZ_CP047140.1	GCF_009832925.1	GCF_009832925.1_NZ_CP047140.1_Conservon_5	4556225	4559200
GCF_009832925.1_NZ_CP047140.1	NZ_CP047140.1	GCF_009832925.1	GCF_009832925.1_NZ_CP047140.1_Conservon_6	5254615	5257476
GCF_009832925.1_NZ_CP047140.1	NZ_CP047140.1	GCF_009832925.1	GCF_009832925.1_NZ_CP047140.1_Conservon_7	6647296	6651578
GCF_009832925.1_NZ_CP047140.1	NZ_CP047140.1	GCF_009832925.1	GCF_009832925.1_NZ_CP047140.1_Conservon_8	6800277	6803192
GCF_009834105.1_NZ_CP047147.1	NZ_CP047147.1	GCF_009834105.1	GCF_009834105.1_NZ_CP047147.1_Conservon_1	171619	174333
GCF_009834105.1_NZ_CP047147.1	NZ_CP047147.1	GCF_009834105.1	GCF_009834105.1_NZ_CP047147.1_Conservon_2	830614	834724
GCF_009834105.1_NZ_CP047147.1	NZ_CP047147.1	GCF_009834105.1	GCF_009834105.1_NZ_CP047147.1_Conservon_3	1071952	1074909
GCF_009834105.1_NZ_CP047147.1	NZ_CP047147.1	GCF_009834105.1	GCF_009834105.1_NZ_CP047147.1_Conservon_4	4244525	4247083
GCF_009834105.1_NZ_CP047147.1	NZ_CP047147.1	GCF_009834105.1	GCF_009834105.1_NZ_CP047147.1_Conservon_5	4306279	4309326
GCF_009834105.1_NZ_CP047147.1	NZ_CP047147.1	GCF_009834105.1	GCF_009834105.1_NZ_CP047147.1_Conservon_6	5164992	5169467
GCF_009834105.1_NZ_CP047147.1	NZ_CP047147.1	GCF_009834105.1	GCF_009834105.1_NZ_CP047147.1_Conservon_7	5435544	5446045
GCF_009834105.1_NZ_CP047147.1	NZ_CP047147.1	GCF_009834105.1	GCF_009834105.1_NZ_CP047147.1_Conservon_8	6002477	6005359
GCF_009834105.1_NZ_CP047147.1	NZ_CP047147.1	GCF_009834105.1	GCF_009834105.1_NZ_CP047147.1_Conservon_9	6504728	6508488
GCF_009834105.1_NZ_CP047147.1	NZ_CP047147.1	GCF_009834105.1	GCF_009834105.1_NZ_CP047147.1_Conservon_10	6777314	6781264
GCF_009834105.1_NZ_CP047147.1	NZ_CP047147.1	GCF_009834105.1	GCF_009834105.1_NZ_CP047147.1_Conservon_11	6863574	6865122
GCF_009834125.1_NZ_CP047146.1	NZ_CP047146.1	GCF_009834125.1	GCF_009834125.1_NZ_CP047146.1_Conservon_1	1588933	1591800
GCF_009834125.1_NZ_CP047146.1	NZ_CP047146.1	GCF_009834125.1	GCF_009834125.1_NZ_CP047146.1_Conservon_2	3018763	3022398
GCF_009834125.1_NZ_CP047146.1	NZ_CP047146.1	GCF_009834125.1	GCF_009834125.1_NZ_CP047146.1_Conservon_3	3252981	3259167
GCF_009834125.1_NZ_CP047146.1	NZ_CP047146.1	GCF_009834125.1	GCF_009834125.1_NZ_CP047146.1_Conservon_4	4134062	4137965
GCF_009834125.1_NZ_CP047146.1	NZ_CP047146.1	GCF_009834125.1	GCF_009834125.1_NZ_CP047146.1_Conservon_5	5785616	5788180
GCF_009834125.1_NZ_CP047146.1	NZ_CP047146.1	GCF_009834125.1	GCF_009834125.1_NZ_CP047146.1_Conservon_6	5984591	5986259
GCF_009834125.1_NZ_CP047146.1	NZ_CP047146.1	GCF_009834125.1	GCF_009834125.1_NZ_CP047146.1_Conservon_7	6113594	6117731
GCF_009834125.1_NZ_CP047146.1	NZ_CP047146.1	GCF_009834125.1	GCF_009834125.1_NZ_CP047146.1_Conservon_8	6253591	6256469
GCF_009834125.1_NZ_CP047146.1	NZ_CP047146.1	GCF_009834125.1	GCF_009834125.1_NZ_CP047146.1_Conservon_9	7346151	7356547
GCF_009834125.1_NZ_CP047146.1	NZ_CP047146.1	GCF_009834125.1	GCF_009834125.1_NZ_CP047146.1_Conservon_10	7587607	7592102
GCF_009834145.1_NZ_CP047144.1	NZ_CP047144.1	GCF_009834145.1	GCF_009834145.1_NZ_CP047144.1_Conservon_1	1445554	1453699
GCF_009834145.1_NZ_CP047144.1	NZ_CP047144.1	GCF_009834145.1	GCF_009834145.1_NZ_CP047144.1_Conservon_2	1517457	1520735
GCF_009834145.1_NZ_CP047144.1	NZ_CP047144.1	GCF_009834145.1	GCF_009834145.1_NZ_CP047144.1_Conservon_3	1718711	1721923
GCF_009834145.1_NZ_CP047144.1	NZ_CP047144.1	GCF_009834145.1	GCF_009834145.1_NZ_CP047144.1_Conservon_4	5254631	5259121
GCF_009834145.1_NZ_CP047144.1	NZ_CP047144.1	GCF_009834145.1	GCF_009834145.1_NZ_CP047144.1_Conservon_5	5523824	5534798
GCF_009834145.1_NZ_CP047144.1	NZ_CP047144.1	GCF_009834145.1	GCF_009834145.1_NZ_CP047144.1_Conservon_6	6427386	6430433
GCF_009834145.1_NZ_CP047144.1	NZ_CP047144.1	GCF_009834145.1	GCF_009834145.1_NZ_CP047144.1_Conservon_7	6492737	6495711
GCF_009834145.1_NZ_CP047144.1	NZ_CP047144.1	GCF_009834145.1	GCF_009834145.1_NZ_CP047144.1_Conservon_8	6743567	6747602
GCF_009846825.1_NZ_ML956111.1	NZ_ML956111.1	GCF_009846825.1	GCF_009846825.1_NZ_ML956111.1_Conservon_2	422428	424986
GCF_009846825.1_NZ_ML956111.1	NZ_ML956111.1	GCF_009846825.1	GCF_009846825.1_NZ_ML956111.1_Conservon_3	486025	489072
GCF_009852415.1_NZ_WOXS01000001.1	NZ_WOXS01000001.1	GCF_009852415.1	GCF_009852415.1_NZ_WOXS01000001.1_Conservon_10	155210	157948
GCF_009852415.1_NZ_WOXS01000002.1	NZ_WOXS01000002.1	GCF_009852415.1	GCF_009852415.1_NZ_WOXS01000002.1_Conservon_1	690054	692615
GCF_009852415.1_NZ_WOXS01000002.1	NZ_WOXS01000002.1	GCF_009852415.1	GCF_009852415.1_NZ_WOXS01000002.1_Conservon_2	1364222	1369328
GCF_009852415.1_NZ_WOXS01000002.1	NZ_WOXS01000002.1	GCF_009852415.1	GCF_009852415.1_NZ_WOXS01000002.1_Conservon_3	1587011	1595171
GCF_009852415.1_NZ_WOXS01000002.1	NZ_WOXS01000002.1	GCF_009852415.1	GCF_009852415.1_NZ_WOXS01000002.1_Conservon_4	1838890	1841922
GCF_009852415.1_NZ_WOXS01000002.1	NZ_WOXS01000002.1	GCF_009852415.1	GCF_009852415.1_NZ_WOXS01000002.1_Conservon_5	3785097	3788567
GCF_009852415.1_NZ_WOXS01000002.1	NZ_WOXS01000002.1	GCF_009852415.1	GCF_009852415.1_NZ_WOXS01000002.1_Conservon_6	5557865	5559404
GCF_009852415.1_NZ_WOXS01000002.1	NZ_WOXS01000002.1	GCF_009852415.1	GCF_009852415.1_NZ_WOXS01000002.1_Conservon_7	5872550	5883083
GCF_009852415.1_NZ_WOXS01000002.1	NZ_WOXS01000002.1	GCF_009852415.1	GCF_009852415.1_NZ_WOXS01000002.1_Conservon_8	6448456	6452304
GCF_009852415.1_NZ_WOXS01000002.1	NZ_WOXS01000002.1	GCF_009852415.1	GCF_009852415.1_NZ_WOXS01000002.1_Conservon_9	7245888	7249945
GCF_010523235.1_NZ_CP026490.1	NZ_CP026490.1	GCF_010523235.1	GCF_010523235.1_NZ_CP026490.1_Conservon_1	247758	250472
GCF_010523235.1_NZ_CP026490.1	NZ_CP026490.1	GCF_010523235.1	GCF_010523235.1_NZ_CP026490.1_Conservon_2	826738	830846
GCF_010523235.1_NZ_CP026490.1	NZ_CP026490.1	GCF_010523235.1	GCF_010523235.1_NZ_CP026490.1_Conservon_3	1137176	1140133
GCF_010523235.1_NZ_CP026490.1	NZ_CP026490.1	GCF_010523235.1	GCF_010523235.1_NZ_CP026490.1_Conservon_4	4222163	4224721
GCF_010523235.1_NZ_CP026490.1	NZ_CP026490.1	GCF_010523235.1	GCF_010523235.1_NZ_CP026490.1_Conservon_5	4284913	4287972
GCF_010523235.1_NZ_CP026490.1	NZ_CP026490.1	GCF_010523235.1	GCF_010523235.1_NZ_CP026490.1_Conservon_6	5109211	5113692
GCF_010523235.1_NZ_CP026490.1	NZ_CP026490.1	GCF_010523235.1	GCF_010523235.1_NZ_CP026490.1_Conservon_7	5362479	5373025
GCF_010523235.1_NZ_CP026490.1	NZ_CP026490.1	GCF_010523235.1	GCF_010523235.1_NZ_CP026490.1_Conservon_8	5845394	5848276
GCF_010523235.1_NZ_CP026490.1	NZ_CP026490.1	GCF_010523235.1	GCF_010523235.1_NZ_CP026490.1_Conservon_9	6369710	6373661
GCF_010523235.1_NZ_CP026490.1	NZ_CP026490.1	GCF_010523235.1	GCF_010523235.1_NZ_CP026490.1_Conservon_10	6458045	6459593
GCF_010548065.1_NZ_JAAGLI010000377.1	NZ_JAAGLI010000377.1	GCF_010548065.1	GCF_010548065.1_NZ_JAAGLI010000377.1_Conservon_4	20351	24140
GCF_010548065.1_NZ_JAAGLI010000941.1	NZ_JAAGLI010000941.1	GCF_010548065.1	GCF_010548065.1_NZ_JAAGLI010000941.1_Conservon_9	5836	9489
GCF_009857135.1_NZ_CP047318.1	NZ_CP047318.1	GCF_009857135.1	GCF_009857135.1_NZ_CP047318.1_Conservon_1	954308	955899
GCF_009857135.1_NZ_CP047318.1	NZ_CP047318.1	GCF_009857135.1	GCF_009857135.1_NZ_CP047318.1_Conservon_2	1067968	1071792
GCF_009857135.1_NZ_CP047318.1	NZ_CP047318.1	GCF_009857135.1	GCF_009857135.1_NZ_CP047318.1_Conservon_3	1339214	1343552
